"ad_id","xyz_campaign_id","fb_campaign_id","age","gender","interest","impressions","clicks","spent","total_conversion","approved_conversion"
777904.0,936.0,115762.0,"30-34","M",31.0,3279.0,0.0,0.0,1.0,0.0
777905.0,936.0,115762.0,"30-34","M",31.0,3288.0,0.0,0.0,1.0,0.0
778037.0,936.0,115784.0,"35-39","M",27.0,14615.0,4.0,6.050000191,1.0,0.0
778048.0,936.0,115786.0,"30-34","M",27.0,56615.0,12.0,19.88000035,2.0,0.0
778085.0,936.0,115792.0,"30-34","M",26.0,11735.0,3.0,4.529999971,1.0,1.0
778087.0,936.0,115792.0,"30-34","M",26.0,15910.0,5.0,6.779999852,1.0,0.0
778112.0,936.0,115796.0,"35-39","M",29.0,11446.0,2.0,3.090000033,1.0,1.0
778113.0,936.0,115796.0,"35-39","M",29.0,4595.0,0.0,0.0,1.0,0.0
778124.0,936.0,115798.0,"30-34","M",29.0,4871.0,0.0,0.0,1.0,0.0
778148.0,936.0,115802.0,"35-39","M",28.0,3199.0,0.0,0.0,1.0,0.0
778156.0,936.0,115804.0,"30-34","M",28.0,9388.0,2.0,3.140000105,1.0,0.0
778161.0,936.0,115804.0,"30-34","M",28.0,17954.0,6.0,7.5400002,2.0,1.0
778208.0,936.0,115812.0,"40-44","F",29.0,2755.0,0.0,0.0,1.0,0.0
778264.0,936.0,115822.0,"40-44","F",27.0,8152.0,1.0,0.99000001,1.0,0.0
778266.0,936.0,115822.0,"40-44","F",27.0,74542.0,19.0,34.1500001,1.0,0.0
778421.0,936.0,115848.0,"40-44","F",20.0,6699.0,2.0,3.090000033,1.0,0.0
778422.0,936.0,115848.0,"40-44","F",20.0,11911.0,4.0,3.959999919,1.0,0.0
778461.0,936.0,115854.0,"40-44","M",29.0,10090.0,2.0,2.650000095,1.0,1.0
778471.0,936.0,115856.0,"30-34","M",32.0,1273.0,0.0,0.0,1.0,1.0
778483.0,936.0,115858.0,"40-44","F",18.0,24188.0,5.0,8.179999828,1.0,0.0
778529.0,936.0,115866.0,"30-34","M",31.0,2214.0,0.0,0.0,1.0,0.0
778556.0,936.0,115870.0,"40-44","M",32.0,9735.0,4.0,4.130000114,1.0,1.0
778590.0,936.0,115876.0,"30-34","M",30.0,1371.0,0.0,0.0,1.0,1.0
778600.0,936.0,115878.0,"40-44","F",22.0,10750.0,4.0,5.389999866,1.0,0.0
778626.0,936.0,115882.0,"30-34","M",29.0,7629.0,1.0,0.720000029,1.0,1.0
778628.0,936.0,115882.0,"30-34","M",29.0,4608.0,0.0,0.0,1.0,0.0
778674.0,936.0,115890.0,"35-39","M",29.0,3732.0,0.0,0.0,1.0,0.0
778689.0,936.0,115892.0,"30-34","M",28.0,7453.0,1.0,1.679999948,1.0,1.0
778722.0,936.0,115898.0,"35-39","F",64.0,41785.0,14.0,19.10000038,1.0,0.0
778737.0,936.0,115900.0,"35-39","M",27.0,8077.0,2.0,3.579999924,1.0,1.0
778756.0,936.0,115904.0,"35-39","F",63.0,5602.0,1.0,1.580000043,1.0,0.0
778804.0,936.0,115912.0,"30-34","M",26.0,6184.0,2.0,2.75,1.0,1.0
778808.0,936.0,115912.0,"30-34","M",26.0,1738.0,0.0,0.0,1.0,0.0
778964.0,936.0,115938.0,"35-39","F",27.0,112460.0,25.0,41.29000068,1.0,0.0
779057.0,936.0,115954.0,"40-44","M",15.0,4414.0,0.0,0.0,1.0,0.0
779106.0,936.0,115962.0,"35-39","F",30.0,14670.0,7.0,9.410000324,1.0,0.0
779438.0,936.0,116031.0,"30-34","F",64.0,33144.0,9.0,13.40999985,1.0,0.0
779453.0,936.0,116033.0,"45-49","M",64.0,4397.0,1.0,0.949999988,1.0,0.0
779488.0,936.0,116039.0,"45-49","M",65.0,1006.0,0.0,0.0,1.0,0.0
779573.0,936.0,116053.0,"35-39","F",10.0,89527.0,24.0,32.28999996,1.0,0.0
779608.0,936.0,116059.0,"35-39","F",15.0,2459.0,0.0,0.0,1.0,0.0
779609.0,936.0,116059.0,"35-39","F",15.0,7116.0,2.0,1.730000019,1.0,1.0
779622.0,936.0,116061.0,"30-34","F",15.0,8613.0,1.0,0.889999986,2.0,0.0
779631.0,936.0,116063.0,"35-39","F",16.0,9730.0,1.0,1.379999995,1.0,0.0
779644.0,936.0,116065.0,"30-34","F",16.0,51816.0,8.0,10.2299999,2.0,1.0
779645.0,936.0,116065.0,"30-34","F",16.0,27289.0,3.0,4.429999828,1.0,0.0
779715.0,936.0,116077.0,"30-34","F",29.0,20409.0,4.0,3.829999924,1.0,0.0
779716.0,936.0,116077.0,"30-34","F",29.0,8044.0,1.0,1.110000014,1.0,0.0
779738.0,936.0,116081.0,"30-34","F",28.0,15645.0,4.0,5.349999905,1.0,0.0
779778.0,936.0,116087.0,"30-34","F",31.0,2466.0,0.0,0.0,2.0,2.0
779789.0,936.0,116089.0,"45-49","M",10.0,11611.0,3.0,3.950000048,1.0,1.0
779824.0,936.0,116095.0,"45-49","M",7.0,9375.0,3.0,4.019999981,1.0,0.0
779871.0,936.0,116103.0,"30-34","F",32.0,4402.0,1.0,1.330000043,1.0,1.0
779918.0,936.0,116111.0,"30-34","F",18.0,8469.0,2.0,3.089999914,1.0,0.0
779922.0,936.0,116111.0,"30-34","F",18.0,5823.0,1.0,1.419999957,1.0,1.0
779944.0,936.0,116115.0,"35-39","M",10.0,2549.0,0.0,0.0,1.0,0.0
779979.0,936.0,116121.0,"35-39","M",16.0,25817.0,4.0,6.019999981,1.0,0.0
779995.0,936.0,116123.0,"30-34","F",20.0,1961.0,0.0,0.0,1.0,0.0
780064.0,936.0,116135.0,"30-34","F",22.0,2554.0,0.0,0.0,1.0,0.0
780104.0,936.0,116147.0,"30-34","F",25.0,4971.0,1.0,1.230000019,1.0,1.0
780199.0,936.0,116163.0,"35-39","F",23.0,1030.0,0.0,0.0,1.0,1.0
780318.0,936.0,116183.0,"45-49","F",29.0,162341.0,56.0,77.07999969,3.0,0.0
780323.0,936.0,116183.0,"45-49","F",29.0,24542.0,7.0,9.329999924,1.0,0.0
780486.0,936.0,116216.0,"30-34","F",65.0,2879.0,0.0,0.0,1.0,1.0
780498.0,936.0,116218.0,"30-34","F",64.0,13621.0,3.0,4.090000033,1.0,0.0
780511.0,936.0,116220.0,"30-34","F",63.0,6175.0,1.0,1.370000005,2.0,1.0
780629.0,936.0,116240.0,"30-34","F",28.0,2963.0,0.0,0.0,1.0,0.0
780653.0,936.0,116244.0,"30-34","F",29.0,9076.0,1.0,1.379999995,1.0,1.0
780655.0,936.0,116244.0,"30-34","F",29.0,20941.0,4.0,5.909999967,1.0,1.0
780666.0,936.0,116246.0,"45-49","F",10.0,3462.0,0.0,0.0,1.0,0.0
780681.0,936.0,116248.0,"30-34","F",26.0,4073.0,0.0,0.0,1.0,1.0
780700.0,936.0,116252.0,"30-34","F",27.0,3745.0,0.0,0.0,1.0,0.0
780748.0,936.0,116265.0,"30-34","F",24.0,830.0,0.0,0.0,1.0,0.0
780759.0,936.0,116267.0,"45-49","F",18.0,2912.0,0.0,0.0,1.0,0.0
780760.0,936.0,116267.0,"45-49","F",18.0,17167.0,5.0,6.910000086,1.0,0.0
780797.0,936.0,116273.0,"30-34","F",22.0,24491.0,7.0,9.539999962,1.0,0.0
780799.0,936.0,116273.0,"30-34","F",22.0,44699.0,13.0,17.30000037,2.0,0.0
780821.0,936.0,116277.0,"30-34","F",23.0,6469.0,2.0,1.309999943,1.0,0.0
780830.0,936.0,116279.0,"45-49","F",16.0,16053.0,3.0,4.079999924,1.0,1.0
780835.0,936.0,116279.0,"45-49","F",16.0,54724.0,12.0,17.92999995,1.0,1.0
780867.0,936.0,116285.0,"30-34","F",21.0,4706.0,1.0,1.220000029,1.0,0.0
780974.0,936.0,116303.0,"40-44","F",32.0,8316.0,3.0,4.569999933,1.0,1.0
781066.0,936.0,116323.0,"40-44","F",22.0,5794.0,2.0,2.269999981,1.0,0.0
781114.0,936.0,116331.0,"40-44","F",18.0,4813.0,1.0,1.029999971,1.0,0.0
781159.0,936.0,116339.0,"40-44","F",10.0,85285.0,26.0,36.13000035,1.0,0.0
781162.0,936.0,116339.0,"40-44","F",10.0,5839.0,1.0,1.370000005,1.0,0.0
781175.0,936.0,116341.0,"40-44","F",15.0,5859.0,1.0,1.539999962,1.0,0.0
781187.0,936.0,116343.0,"40-44","F",16.0,164118.0,41.0,59.06999993,1.0,0.0
781195.0,936.0,116345.0,"35-39","F",63.0,18234.0,6.0,7.810000062,1.0,0.0
781207.0,936.0,116347.0,"35-39","F",64.0,2755.0,0.0,0.0,1.0,0.0
781303.0,936.0,116363.0,"35-39","F",27.0,73676.0,20.0,28.5,1.0,0.0
781305.0,936.0,116363.0,"35-39","F",27.0,18421.0,7.0,10.07999992,1.0,0.0
781327.0,936.0,116367.0,"35-39","F",29.0,164754.0,49.0,67.97999978,2.0,1.0
781353.0,936.0,116371.0,"35-39","F",10.0,7449.0,1.0,1.639999986,1.0,1.0
781354.0,936.0,116371.0,"35-39","F",10.0,6424.0,1.0,0.529999971,1.0,0.0
781438.0,936.0,116385.0,"30-34","M",63.0,2086.0,0.0,0.0,1.0,0.0
781470.0,936.0,116391.0,"35-39","M",16.0,6016.0,0.0,0.0,1.0,0.0
781499.0,936.0,116395.0,"35-39","M",15.0,6412.0,1.0,1.370000005,1.0,0.0
781508.0,936.0,116397.0,"30-34","F",63.0,5040.0,1.0,1.440000057,1.0,0.0
781556.0,936.0,116405.0,"30-34","F",32.0,1772.0,0.0,0.0,1.0,0.0
781559.0,936.0,116405.0,"30-34","F",32.0,1783.0,0.0,0.0,1.0,0.0
781606.0,936.0,116413.0,"35-39","M",20.0,8200.0,3.0,3.919999957,1.0,0.0
781690.0,936.0,116427.0,"45-49","F",26.0,115896.0,38.0,49.44000006,1.0,0.0
781811.0,936.0,116447.0,"35-39","F",16.0,10186.0,1.0,1.230000019,1.0,1.0
781857.0,936.0,116455.0,"30-34","M",20.0,9134.0,3.0,4.180000067,2.0,0.0
781858.0,936.0,116455.0,"30-34","M",20.0,3385.0,1.0,1.440000057,1.0,1.0
781907.0,936.0,116463.0,"45-49","F",21.0,1314.0,0.0,0.0,1.0,0.0
781928.0,936.0,116467.0,"30-34","M",18.0,2916.0,0.0,0.0,1.0,1.0
781929.0,936.0,116467.0,"30-34","M",18.0,6142.0,1.0,1.330000043,1.0,0.0
781950.0,936.0,116471.0,"30-34","F",20.0,1984.0,0.0,0.0,1.0,0.0
781999.0,936.0,116479.0,"30-34","M",24.0,9142.0,3.0,3.749999881,1.0,0.0
782001.0,936.0,116479.0,"30-34","M",24.0,5475.0,2.0,2.730000019,1.0,1.0
782022.0,936.0,116483.0,"30-34","F",18.0,8254.0,2.0,2.320000052,1.0,1.0
782026.0,936.0,116483.0,"30-34","F",18.0,5704.0,1.0,1.320000052,1.0,0.0
782130.0,936.0,116501.0,"30-34","F",16.0,7301.0,0.0,0.0,1.0,0.0
782134.0,936.0,116501.0,"30-34","F",16.0,37873.0,5.0,6.169999957,1.0,1.0
782135.0,936.0,116501.0,"30-34","F",16.0,25267.0,4.0,4.940000057,2.0,1.0
782171.0,936.0,116507.0,"30-34","F",30.0,535.0,0.0,0.0,1.0,0.0
782180.0,936.0,116509.0,"30-34","M",29.0,3396.0,0.0,0.0,1.0,0.0
782219.0,936.0,116515.0,"30-34","M",26.0,977.0,0.0,0.0,1.0,0.0
782228.0,936.0,116517.0,"40-44","F",63.0,12318.0,5.0,6.340000153,1.0,1.0
782242.0,936.0,116519.0,"30-34","F",28.0,4783.0,1.0,0.860000014,1.0,0.0
782275.0,936.0,116525.0,"30-34","F",29.0,6475.0,1.0,1.350000024,1.0,0.0
782337.0,936.0,116535.0,"45-49","F",16.0,104578.0,29.0,39.25000095,1.0,1.0
782407.0,936.0,116547.0,"45-49","F",10.0,33664.0,11.0,12.51000035,1.0,0.0
782443.0,936.0,116553.0,"40-44","F",20.0,979.0,0.0,0.0,1.0,0.0
782541.0,936.0,116569.0,"40-44","F",28.0,7337.0,3.0,4.079999924,1.0,0.0
782587.0,936.0,116577.0,"30-34","M",10.0,2499.0,0.0,0.0,1.0,0.0
782647.0,936.0,116587.0,"40-44","F",27.0,11244.0,3.0,4.550000191,1.0,0.0
782658.0,936.0,116589.0,"30-34","M",15.0,4827.0,0.0,0.0,1.0,0.0
782694.0,936.0,116595.0,"35-39","F",29.0,29035.0,7.0,8.910000086,2.0,2.0
782706.0,936.0,116597.0,"35-39","F",30.0,761.0,0.0,0.0,1.0,0.0
782754.0,936.0,116605.0,"35-39","F",26.0,6532.0,1.0,1.610000014,1.0,0.0
782815.0,936.0,116615.0,"40-44","F",10.0,11537.0,3.0,4.300000191,1.0,0.0
782816.0,936.0,116615.0,"40-44","F",10.0,12183.0,3.0,2.869999945,1.0,0.0
782862.0,936.0,116623.0,"35-39","F",64.0,5912.0,1.0,1.559999943,1.0,1.0
950068.0,936.0,123438.0,"30-34","M",10.0,4012.0,1.0,1.570000052,1.0,0.0
950078.0,936.0,123440.0,"30-34","M",16.0,12396.0,2.0,3.210000038,2.0,1.0
950079.0,936.0,123440.0,"30-34","M",16.0,3142.0,0.0,0.0,2.0,2.0
950099.0,936.0,123443.0,"30-34","M",18.0,1120.0,0.0,0.0,1.0,0.0
950109.0,936.0,123445.0,"30-34","M",20.0,343.0,0.0,0.0,1.0,1.0
950170.0,936.0,123455.0,"30-34","M",15.0,1720.0,0.0,0.0,1.0,1.0
950179.0,936.0,123457.0,"30-34","M",16.0,3423.0,0.0,0.0,1.0,1.0
950182.0,936.0,123457.0,"30-34","M",16.0,3242.0,0.0,0.0,1.0,0.0
950183.0,936.0,123457.0,"30-34","M",16.0,15720.0,1.0,1.379999995,1.0,0.0
950200.0,936.0,123460.0,"30-34","M",10.0,1217.0,0.0,0.0,1.0,1.0
950224.0,936.0,123464.0,"40-44","M",20.0,2367.0,2.0,2.839999914,1.0,1.0
950326.0,936.0,123481.0,"35-39","M",16.0,6607.0,1.0,1.320000052,2.0,0.0
950345.0,936.0,123484.0,"30-34","M",64.0,616.0,0.0,0.0,1.0,0.0
950452.0,936.0,123502.0,"45-49","M",16.0,5537.0,1.0,1.519999981,1.0,0.0
950463.0,936.0,123504.0,"45-49","M",15.0,818.0,0.0,0.0,1.0,0.0
950495.0,936.0,123509.0,"45-49","M",21.0,1909.0,1.0,0.980000019,1.0,0.0
950521.0,936.0,123514.0,"30-34","M",21.0,351.0,0.0,0.0,1.0,0.0
950531.0,936.0,123515.0,"45-49","M",22.0,572.0,0.0,0.0,1.0,0.0
950537.0,936.0,123516.0,"40-44","M",36.0,1884.0,1.0,1.409999967,1.0,0.0
950550.0,936.0,123519.0,"30-34","M",30.0,219.0,0.0,0.0,1.0,0.0
950577.0,936.0,123523.0,"30-34","M",32.0,540.0,0.0,0.0,1.0,1.0
950578.0,936.0,123523.0,"30-34","M",32.0,550.0,0.0,0.0,1.0,0.0
950595.0,936.0,123526.0,"30-34","M",26.0,465.0,0.0,0.0,1.0,0.0
950609.0,936.0,123528.0,"30-34","M",29.0,1761.0,0.0,0.0,1.0,1.0
950629.0,936.0,123532.0,"30-34","M",65.0,152.0,0.0,0.0,1.0,1.0
950631.0,936.0,123532.0,"30-34","M",65.0,152.0,0.0,0.0,1.0,1.0
950649.0,936.0,123535.0,"30-34","M",64.0,429.0,0.0,0.0,1.0,0.0
950745.0,936.0,123551.0,"30-34","M",29.0,1514.0,0.0,0.0,2.0,2.0
950770.0,936.0,123555.0,"30-34","M",28.0,7780.0,3.0,4.329999924,2.0,2.0
950772.0,936.0,123556.0,"35-39","M",28.0,460.0,0.0,0.0,1.0,0.0
950773.0,936.0,123556.0,"35-39","M",28.0,471.0,0.0,0.0,1.0,0.0
950776.0,936.0,123556.0,"35-39","M",28.0,2633.0,1.0,1.070000052,1.0,0.0
950787.0,936.0,123558.0,"30-34","M",27.0,199.0,0.0,0.0,1.0,0.0
950808.0,936.0,123562.0,"35-39","M",32.0,398.0,0.0,0.0,1.0,0.0
950839.0,936.0,123567.0,"30-34","M",24.0,246.0,0.0,0.0,2.0,2.0
950878.0,936.0,123573.0,"40-44","M",10.0,2967.0,1.0,1.5,1.0,1.0
950969.0,936.0,123588.0,"45-49","M",36.0,255.0,0.0,0.0,1.0,0.0
951021.0,936.0,123597.0,"30-34","F",7.0,457.0,0.0,0.0,1.0,1.0
951033.0,936.0,123599.0,"30-34","F",10.0,5517.0,1.0,1.230000019,1.0,0.0
951035.0,936.0,123599.0,"30-34","F",10.0,1539.0,0.0,0.0,1.0,1.0
951043.0,936.0,123601.0,"30-34","F",16.0,3189.0,0.0,0.0,1.0,0.0
951045.0,936.0,123601.0,"30-34","F",16.0,3348.0,0.0,0.0,1.0,0.0
951046.0,936.0,123601.0,"30-34","F",16.0,20050.0,4.0,4.659999847,4.0,1.0
951102.0,936.0,123611.0,"45-49","M",16.0,2254.0,0.0,0.0,1.0,0.0
951105.0,936.0,123611.0,"45-49","M",16.0,5894.0,1.0,1.539999962,1.0,1.0
951133.0,936.0,123616.0,"35-39","M",16.0,9948.0,2.0,2.720000029,2.0,0.0
951202.0,936.0,123627.0,"45-49","F",26.0,5307.0,3.0,4.289999962,2.0,1.0
951225.0,936.0,123631.0,"35-39","F",22.0,4621.0,2.0,3.25,1.0,1.0
951270.0,936.0,123639.0,"35-39","F",18.0,784.0,0.0,0.0,1.0,1.0
951282.0,936.0,123641.0,"35-39","F",16.0,5775.0,1.0,1.580000043,1.0,1.0
951285.0,936.0,123641.0,"35-39","F",16.0,9297.0,2.0,2.619999886,2.0,1.0
951294.0,936.0,123643.0,"35-39","F",15.0,699.0,0.0,0.0,1.0,0.0
951305.0,936.0,123644.0,"35-39","F",10.0,1104.0,0.0,0.0,1.0,0.0
951334.0,936.0,123649.0,"30-34","F",64.0,3717.0,1.0,1.539999962,1.0,0.0
951391.0,936.0,123659.0,"30-34","F",28.0,2879.0,1.0,1.590000033,2.0,2.0
951392.0,936.0,123659.0,"30-34","F",28.0,2749.0,1.0,1.389999986,1.0,0.0
951400.0,936.0,123660.0,"45-49","F",10.0,24028.0,9.0,12.39000034,2.0,0.0
951402.0,936.0,123661.0,"30-34","F",29.0,1118.0,0.0,0.0,1.0,1.0
951413.0,936.0,123662.0,"30-34","F",26.0,1083.0,0.0,0.0,2.0,1.0
951420.0,936.0,123664.0,"30-34","F",27.0,843.0,0.0,0.0,1.0,0.0
951444.0,936.0,123668.0,"30-34","F",25.0,2983.0,1.0,0.970000029,1.0,0.0
951448.0,936.0,123668.0,"30-34","F",25.0,696.0,0.0,0.0,1.0,0.0
951462.0,936.0,123671.0,"45-49","F",16.0,7589.0,2.0,3.150000095,1.0,1.0
951464.0,936.0,123671.0,"45-49","F",16.0,20997.0,10.0,11.94999981,1.0,0.0
951465.0,936.0,123671.0,"45-49","F",16.0,4617.0,1.0,1.360000014,1.0,0.0
951498.0,936.0,123677.0,"45-49","F",20.0,259.0,0.0,0.0,1.0,0.0
951508.0,936.0,123678.0,"30-34","F",18.0,1134.0,0.0,0.0,1.0,0.0
951542.0,936.0,123684.0,"40-44","F",27.0,357.0,0.0,0.0,1.0,0.0
951607.0,936.0,123695.0,"40-44","F",10.0,848.0,0.0,0.0,1.0,1.0
951608.0,936.0,123695.0,"40-44","F",10.0,3149.0,1.0,1.480000019,1.0,0.0
951641.0,936.0,123700.0,"40-44","F",2.0,87.0,0.0,0.0,1.0,1.0
951677.0,936.0,123706.0,"35-39","F",27.0,2563.0,1.0,1.480000019,1.0,0.0
951692.0,936.0,123709.0,"35-39","F",10.0,1107.0,0.0,0.0,1.0,0.0
951715.0,936.0,123713.0,"45-49","F",64.0,10677.0,5.0,7.269999981,1.0,0.0
951756.0,936.0,123720.0,"35-39","F",22.0,2189.0,1.0,0.409999996,1.0,0.0
951779.0,936.0,123723.0,"45-49","F",27.0,3277.0,2.0,2.680000067,1.0,0.0
951782.0,936.0,123724.0,"45-49","F",26.0,781.0,0.0,0.0,1.0,0.0
951810.0,936.0,123729.0,"35-39","F",16.0,2226.0,0.0,0.0,1.0,0.0
951812.0,936.0,123729.0,"35-39","F",16.0,16274.0,4.0,6.079999924,2.0,0.0
951837.0,936.0,123733.0,"45-49","F",20.0,2077.0,1.0,1.50999999,1.0,1.0
951853.0,936.0,123736.0,"30-34","F",20.0,529.0,0.0,0.0,0.0,0.0
951854.0,936.0,123736.0,"30-34","F",20.0,487.0,0.0,0.0,1.0,0.0
951856.0,936.0,123736.0,"30-34","F",20.0,4626.0,2.0,2.099999905,2.0,0.0
951941.0,936.0,123750.0,"30-34","F",28.0,2764.0,1.0,1.559999943,1.0,1.0
952001.0,936.0,123760.0,"45-49","F",10.0,5447.0,2.0,2.960000038,1.0,0.0
952031.0,936.0,123765.0,"40-44","F",16.0,28169.0,8.0,12.36999989,1.0,1.0
952080.0,936.0,123774.0,"40-44","F",27.0,415.0,0.0,0.0,1.0,0.0
952100.0,936.0,123777.0,"35-39","F",29.0,810.0,0.0,0.0,1.0,1.0
1121091.0,1178.0,144531.0,"30-34","M",10.0,1194718.0,141.0,254.049996,28.0,14.0
1121092.0,1178.0,144531.0,"30-34","M",10.0,637648.0,67.0,122.4,13.0,5.0
1121094.0,1178.0,144531.0,"30-34","M",10.0,24362.0,0.0,0.0,1.0,1.0
1121095.0,1178.0,144531.0,"30-34","M",10.0,459690.0,50.0,86.33000112,5.0,2.0
1121096.0,1178.0,144531.0,"30-34","M",10.0,750060.0,86.0,161.9099991,11.0,2.0
1121097.0,1178.0,144532.0,"30-34","M",15.0,30068.0,1.0,1.820000052,1.0,0.0
1121098.0,1178.0,144532.0,"30-34","M",15.0,1267550.0,123.0,236.7699986,24.0,10.0
1121100.0,1178.0,144532.0,"30-34","M",15.0,3052003.0,340.0,639.9499981,60.0,17.0
1121101.0,1178.0,144532.0,"30-34","M",15.0,29945.0,1.0,1.590000033,2.0,1.0
1121102.0,1178.0,144532.0,"30-34","M",15.0,357856.0,30.0,52.97000015,7.0,3.0
1121104.0,1178.0,144533.0,"30-34","M",16.0,2080666.0,202.0,360.1500015,40.0,21.0
1121105.0,1178.0,144533.0,"30-34","M",16.0,145999.0,9.0,16.5200001,5.0,2.0
1121107.0,1178.0,144533.0,"30-34","M",16.0,32616.0,1.0,1.539999962,2.0,0.0
1121108.0,1178.0,144533.0,"30-34","M",16.0,984521.0,95.0,163.8999972,26.0,14.0
1121110.0,1178.0,144534.0,"30-34","M",18.0,880814.0,123.0,210.3600006,6.0,2.0
1121111.0,1178.0,144534.0,"30-34","M",18.0,182452.0,20.0,35.73000026,4.0,1.0
1121113.0,1178.0,144534.0,"30-34","M",18.0,894911.0,120.0,215.8399994,7.0,4.0
1121114.0,1178.0,144534.0,"30-34","M",18.0,31349.0,2.0,3.800000072,1.0,0.0
1121115.0,1178.0,144535.0,"30-34","M",19.0,410310.0,55.0,96.80000055,3.0,0.0
1121116.0,1178.0,144535.0,"30-34","M",19.0,572450.0,89.0,157.329998,7.0,4.0
1121117.0,1178.0,144535.0,"30-34","M",19.0,98759.0,15.0,26.56999946,1.0,1.0
1121119.0,1178.0,144535.0,"30-34","M",19.0,345371.0,54.0,93.08999991,7.0,3.0
1121121.0,1178.0,144536.0,"30-34","M",20.0,323899.0,46.0,78.9200002,5.0,1.0
1121122.0,1178.0,144536.0,"30-34","M",20.0,399199.0,58.0,103.1500002,3.0,0.0
1121123.0,1178.0,144536.0,"30-34","M",20.0,171202.0,22.0,36.53000021,3.0,1.0
1121124.0,1178.0,144536.0,"30-34","M",20.0,128386.0,15.0,28.85000002,2.0,1.0
1121125.0,1178.0,144536.0,"30-34","M",20.0,1034284.0,152.0,257.7099986,20.0,9.0
1121126.0,1178.0,144536.0,"30-34","M",20.0,45923.0,5.0,7.220000148,2.0,0.0
1121127.0,1178.0,144537.0,"30-34","M",21.0,40873.0,4.0,7.899999976,2.0,1.0
1121128.0,1178.0,144537.0,"30-34","M",21.0,286553.0,34.0,62.06000042,2.0,1.0
1121129.0,1178.0,144537.0,"30-34","M",21.0,20618.0,1.0,2.099999905,2.0,1.0
1121131.0,1178.0,144537.0,"30-34","M",21.0,83591.0,7.0,14.14000046,2.0,2.0
1121132.0,1178.0,144537.0,"30-34","M",21.0,114923.0,12.0,23.73000026,4.0,2.0
1121133.0,1178.0,144538.0,"30-34","M",22.0,25002.0,1.0,1.710000038,1.0,0.0
1121134.0,1178.0,144538.0,"30-34","M",22.0,68905.0,5.0,9.440000057,1.0,0.0
1121136.0,1178.0,144538.0,"30-34","M",22.0,169588.0,16.0,27.79999924,1.0,0.0
1121138.0,1178.0,144538.0,"30-34","M",22.0,328991.0,35.0,67.65000057,5.0,2.0
1121141.0,1178.0,144539.0,"30-34","M",23.0,23198.0,2.0,2.980000019,1.0,0.0
1121142.0,1178.0,144539.0,"30-34","M",23.0,26890.0,2.0,3.24000001,1.0,0.0
1121143.0,1178.0,144539.0,"30-34","M",23.0,221695.0,31.0,52.26000011,5.0,2.0
1121152.0,1178.0,144541.0,"30-34","M",24.0,88443.0,7.0,13.0400002,1.0,1.0
1121153.0,1178.0,144541.0,"30-34","M",24.0,187856.0,23.0,38.38999975,5.0,1.0
1121164.0,1178.0,144545.0,"30-34","M",25.0,570699.0,80.0,138.7699997,9.0,2.0
1121167.0,1178.0,144545.0,"30-34","M",25.0,1063508.0,145.0,260.3800013,23.0,7.0
1121168.0,1178.0,144545.0,"30-34","M",25.0,50523.0,6.0,8.549999952,1.0,0.0
1121172.0,1178.0,144547.0,"30-34","M",26.0,87935.0,9.0,15.63000023,1.0,0.0
1121173.0,1178.0,144547.0,"30-34","M",26.0,278225.0,33.0,60.19999957,3.0,0.0
1121175.0,1178.0,144547.0,"30-34","M",26.0,209461.0,20.0,34.19000006,1.0,0.0
1121177.0,1178.0,144547.0,"30-34","M",26.0,26316.0,2.0,3.24000001,3.0,0.0
1121181.0,1178.0,144549.0,"30-34","M",27.0,41030.0,3.0,5.140000105,2.0,1.0
1121182.0,1178.0,144549.0,"30-34","M",27.0,876671.0,120.0,216.5599982,22.0,4.0
1121183.0,1178.0,144549.0,"30-34","M",27.0,399392.0,53.0,93.07000041,5.0,0.0
1121184.0,1178.0,144549.0,"30-34","M",27.0,283858.0,30.0,56.05999923,1.0,0.0
1121185.0,1178.0,144549.0,"30-34","M",27.0,260699.0,31.0,54.09999871,5.0,2.0
1121193.0,1178.0,144552.0,"30-34","M",28.0,57781.0,5.0,7.800000072,2.0,1.0
1121195.0,1178.0,144552.0,"30-34","M",28.0,38757.0,3.0,5.220000029,1.0,0.0
1121196.0,1178.0,144552.0,"30-34","M",28.0,1392288.0,206.0,358.5500029,31.0,7.0
1121197.0,1178.0,144552.0,"30-34","M",28.0,1109387.0,159.0,280.9899995,13.0,2.0
1121202.0,1178.0,144554.0,"30-34","M",29.0,581281.0,65.0,115.1200008,10.0,5.0
1121203.0,1178.0,144554.0,"30-34","M",29.0,1048861.0,128.0,219.770002,22.0,8.0
1121205.0,1178.0,144554.0,"30-34","M",29.0,297452.0,30.0,52.01999986,4.0,1.0
1121206.0,1178.0,144554.0,"30-34","M",29.0,227925.0,22.0,35.30999994,22.0,12.0
1121207.0,1178.0,144554.0,"30-34","M",29.0,374175.0,38.0,63.32000101,8.0,3.0
1121211.0,1178.0,144556.0,"30-34","M",30.0,223586.0,32.0,54.24000037,1.0,0.0
1121213.0,1178.0,144556.0,"30-34","M",30.0,283170.0,39.0,65.22999996,2.0,1.0
1121215.0,1178.0,144556.0,"30-34","M",30.0,41636.0,3.0,4.210000038,1.0,0.0
1121216.0,1178.0,144556.0,"30-34","M",30.0,198658.0,30.0,48.60999978,8.0,1.0
1121220.0,1178.0,144558.0,"30-34","M",31.0,100596.0,10.0,13.91999972,4.0,2.0
